OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
32004;04092300149;Food Lion #1557 Meat Market;4827 Grove Barton Rd;;RALEIGH;NC;27613;;2000-06-30T22:00:00-04:00;Meat Market;17304;-78.71866323;35.869194;M;"{""type"": ""Point"", ""coordinates"": [-78.718665864125, 35.869201090203916]}";35.8692010902,-78.7186658641
32005;04092025230;Domino's #7431;13220-190 Strickland RD;;RALEIGH;NC;27613;(919) 676-6602;2018-12-16T20:00:00-05:00;Food Stand;19744;-78.72657103;35.90727261;M;"{""type"": ""Point"", ""coordinates"": [-78.72657367075708, 35.907279716999604]}";35.907279717,-78.7265736708
32016;04092020610;Harris Teeter #26 Produce;7400 CREEDMOOR RD;;RALEIGH;NC;27613-1639;(919) 848-1464;1994-05-24T22:00:00-04:00;Food Stand;916;-78.67820041;35.88787167;M;"{""type"": ""Point"", ""coordinates"": [-78.6782030408016, 35.88787877233256]}";35.8878787723,-78.6782030408
32018;04092012212;Starbucks #8270;7498 CREEDMOOR RD;;RALEIGH;NC;27613-1664;(919) 846-0633;1998-03-24T20:00:00-05:00;Restaurant;5626;-78.67820041;35.88787167;M;"{""type"": ""Point"", ""coordinates"": [-78.6782030408016, 35.88787877233256]}";35.8878787723,-78.6782030408
32021;04092021036;Food Lion #536 Deli;9101 LEESVILLE RD;;RALEIGH;NC;27613-4091;(919) 848-6082;2000-09-21T22:00:00-04:00;Food Stand;4724;-78.72548207;35.8967595;M;"{""type"": ""Point"", ""coordinates"": [-78.72548470716912, 35.89676659936235]}";35.8967665994,-78.7254847072
32035;04092017686;THE PICKLED ONION;10750 WAKEFIELD COMMONS DR;SUITE 107;RALEIGH;NC;27614;(919) 848-4161;2017-09-28T22:00:00-04:00;Restaurant;19309;-78.54123068;35.94195641;M;"{""type"": ""Point"", ""coordinates"": [-78.54123326853501, 35.94196352728143]}";35.9419635273,-78.5412332685
32036;04092015973;MARCO'S PIZZA #8072;1141 FALLS RIVER AVE;STE 108;RALEIGH;NC;27614;(919) 847-7775;2011-05-26T22:00:00-04:00;Restaurant;14662;-78.58877443;35.90718863;M;"{""type"": ""Point"", ""coordinates"": [-78.58877703240805, 35.90719573656881]}";35.9071957366,-78.5887770324
32039;04092014687;Jumbo China;13200-121 New Falls of Neuse RD;;RALEIGH;NC;27614;(919) 861-8858;2006-08-02T22:00:00-04:00;Restaurant;9052;0.0;0.0;U;;
32048;04092016803;GARDENS AT WAKEFIELD PLANTATION;12800 SPRUCE TREE  WAY;;RALEIGH;NC;27614;(919) 562-5580;2014-11-06T20:00:00-05:00;Restaurant;5654;-78.56215874;35.94291372;M;"{""type"": ""Point"", ""coordinates"": [-78.56216132966037, 35.94292083623715]}";35.9429208362,-78.5621613297
32053;04092017108;THE PHO PLACE;3607 FALLS RIVER  AVE;STE 117;RALEIGH;NC;27614;(919) 747-9720;2015-12-02T20:00:00-05:00;Restaurant;9731;-78.56497256;35.92958969;M;"{""type"": ""Point"", ""coordinates"": [-78.56497515914423, 35.92959680586892]}";35.9295968059,-78.5649751591
32061;04092018030;SERGIO'S PIZZA;13200 NEW FALLS OF NEUSE RD;STE 161-163;RALEIGH;NC;27614;(919) 554-1000;2019-01-21T20:00:00-05:00;Restaurant;17838;-78.55981965;35.9407555;M;"{""type"": ""Point"", ""coordinates"": [-78.55982224150337, 35.94076261380699]}";35.9407626138,-78.5598222415
32066;04092110506;ABBOTTS CREEK ELEMENTARY CAFETERIA;9900 DURANT RD;;RALEIGH;NC;27614;;2015-08-20T22:00:00-04:00;Public School Lunchrooms;21210;-78.57818214;35.90199471;M;"{""type"": ""Point"", ""coordinates"": [-78.5781847341401, 35.90200181402402]}";35.902001814,-78.5781847341
32068;04092017090;HONEYBAKED HAM & CAFE;14460-161 NEW FALLS OF NEUSE RD;;RALEIGH;NC;27614;(919) 263-1796;2015-11-19T20:00:00-05:00;Restaurant;17819;0.0;0.0;U;;
32071;04092020869;Domino`s Pizza # 7487;1121 -104 Falls River Ave;;RALEIGH;NC;27614;(919) 870-1155;1999-03-28T21:00:00-05:00;Food Stand;2269;-78.58829014;35.90616936;M;"{""type"": ""Point"", ""coordinates"": [-78.58829273520294, 35.90617646809936]}";35.9061764681,-78.5882927352
32073;04092021567;HARRIS TEETER #367 DELI;14520 JOHN REX BLVD;;RALEIGH;NC;27614;(919) 554-4167;2009-05-14T22:00:00-04:00;Food Stand;21050;-78.54281974;35.94700335;M;"{""type"": ""Point"", ""coordinates"": [-78.54282232963169, 35.94701046579062]}";35.9470104658,-78.5428223296
32075;04092110468;Forest Pines Drive Elementary;11455 Forest Pines DR;;RALEIGH;NC;27614;(919) 562-6269;2007-08-26T22:00:00-04:00;Public School Lunchrooms;17903;-78.54699508;35.95343043;M;"{""type"": ""Point"", ""coordinates"": [-78.5469976677519, 35.953437548526104]}";35.9534375485,-78.5469976678
32081;04092017444;SAN JOSE MEX & TEQUILA BAR;11201 GALLERIA AVE;SUITE 101;RALEIGH;NC;27614;(919) 435-6050;2016-10-19T22:00:00-04:00;Restaurant;10360;-78.54362102;35.94819247;M;"{""type"": ""Point"", ""coordinates"": [-78.5436236065623, 35.948199587155436]}";35.9481995872,-78.5436236066
32083;04092015562;NANTUCKET GRILL;1145  FALLS RIVER AVE;;RALEIGH;NC;27614;(919) 870-1955;2010-01-13T20:00:00-05:00;Restaurant;6635;-78.58877443;35.90718863;M;"{""type"": ""Point"", ""coordinates"": [-78.58877703240805, 35.90719573656881]}";35.9071957366,-78.5887770324
32086;04092017660;TASTE OF CHINA;14460 FALLS OF NEUSE RD;SUITE 177;RALEIGH;NC;27614;(919) 488-3737;2017-08-10T22:00:00-04:00;Restaurant;13485;-78.54362008;35.94386602;M;"{""type"": ""Point"", ""coordinates"": [-78.54362267220968, 35.9438731356992]}";35.9438731357,-78.5436226722
32101;04092021569;HARRIS TEETER #367 MEAT/SEAFOOD;14520 JOHN REX  BLVD;;RALEIGH;NC;27614;(919) 554-4167;2009-05-14T22:00:00-04:00;Food Stand;16934;-78.54281974;35.94700335;M;"{""type"": ""Point"", ""coordinates"": [-78.54282232963169, 35.94701046579062]}";35.9470104658,-78.5428223296
32106;04092021092;Food Lion #2534 Deli;13200 New Falls of Neuse Rd;;RALEIGH;NC;27614-8239;(919) 562-8912;2001-09-13T22:00:00-04:00;Food Stand;8863;-78.55981965;35.9407555;M;"{""type"": ""Point"", ""coordinates"": [-78.55982224150337, 35.94076261380699]}";35.9407626138,-78.5598222415
32113;04092110098;DURANT ROAD MIDDLE SCHOOL CAFETERIA;10401 DURANT RD;;RALEIGH;NC;27614-9706;(919) 518-0103;1995-07-06T22:00:00-04:00;Public School Lunchrooms;3376;-78.58824109;35.90237202;M;"{""type"": ""Point"", ""coordinates"": [-78.58824369000773, 35.902379130648335]}";35.9023791306,-78.58824369
32116;04092021657;WHOLE FOODS #10338 SPECIALTY;8710 SIX FORKS RD;;RALEIGH;NC;27615;(919) 354-0350;2011-03-10T20:00:00-05:00;Food Stand;12516;-78.65023656;35.89889154;M;"{""type"": ""Point"", ""coordinates"": [-78.65023918213831, 35.89889864765521]}";35.8988986477,-78.6502391821
32120;04092017616;BAD DADDY'S BURGER BAR;9402-103 FALLS OF NEUSE RD;;RALEIGH;NC;27615;(984) 233-5880;2017-05-11T22:00:00-04:00;Restaurant;13029;-78.60429327;35.90247841;M;"{""type"": ""Point"", ""coordinates"": [-78.60429587569065, 35.90248551847577]}";35.9024855185,-78.6042958757
32124;04092016773;CHIPOTLE #2066;9504 STRICKLAND ROAD;;RALEIGH;NC;27615;(919) 322-3259;2014-09-29T22:00:00-04:00;Restaurant;14675;-78.65494139;35.90183768;M;"{""type"": ""Point"", ""coordinates"": [-78.65494401093731, 35.901844788262444]}";35.9018447883,-78.6549440109
32125;04092017874;Jasmin & Olivz;6679 Falls of Neuse RD;;RALEIGH;NC;27615;(919) 803-2229;2018-07-05T22:00:00-04:00;Restaurant;15739;-78.62444941;35.87396756;M;"{""type"": ""Point"", ""coordinates"": [-78.62445202106338, 35.873974660572564]}";35.8739746606,-78.6244520211
32131;04092016710;Waffle House #2052;2320 Dixie Forest Road;;RALEIGH;NC;27615;(919) 862-1905;2014-07-02T22:00:00-04:00;Restaurant;6779;-78.60008588;35.8628339;M;"{""type"": ""Point"", ""coordinates"": [-78.6000884795103, 35.862840994915594]}";35.8628409949,-78.6000884795
32136;04092016925;COMPASS ROSE BREWERY;3201 NORTHSIDE DR;;RALEIGH;NC;27615;(919) 875-5683;2015-04-30T22:00:00-04:00;Restaurant;15304;-78.58271228;35.88393511;M;"{""type"": ""Point"", ""coordinates"": [-78.58271487487008, 35.88394221392898]}";35.8839422139,-78.5827148749
32142;04092021372;Edible Arrangements;6675 Falls of Neuse RD;;RALEIGH;NC;27615;(919) 845-7405;2006-03-26T21:00:00-05:00;Food Stand;6540;-78.62444941;35.87396756;M;"{""type"": ""Point"", ""coordinates"": [-78.62445202106338, 35.873974660572564]}";35.8739746606,-78.6244520211
32145;04092021656;WHOLE FOODS #10338 SEAFOOD;8710 SIX FORKS  RD;;RALEIGH;NC;27615;(919) 354-0350;2011-03-10T20:00:00-05:00;Food Stand;11848;-78.65023656;35.89889154;M;"{""type"": ""Point"", ""coordinates"": [-78.65023918213831, 35.89889864765521]}";35.8988986477,-78.6502391821
32154;04092030280;THE WANDERING MOOSE (WCID #533);8320-108 Litchford  RD;;RALEIGH;NC;27615;(252) 327-2445;2015-04-16T22:00:00-04:00;Mobile Food Units;19431;-78.60100965;35.89311432;M;"{""type"": ""Point"", ""coordinates"": [-78.60101225225503, 35.89312142383414]}";35.8931214238,-78.6010122523
32160;04092110027;West Millbrook Middle Sch. Cafeteria;8815 Strickland Rd;;RALEIGH;NC;27615;(919) 870-4071;1991-09-16T22:00:00-04:00;Public School Lunchrooms;3058;-78.6438736;35.89638834;M;"{""type"": ""Point"", ""coordinates"": [-78.64387621223256, 35.89639544399677]}";35.896395444,-78.6438762122
32163;04092017860;Poke Burri Raleigh;6613 Falls of Neuse RD;;RALEIGH;NC;27615;(919) 615-4016;2018-05-13T22:00:00-04:00;Restaurant;19462;-78.62444941;35.87396756;M;"{""type"": ""Point"", ""coordinates"": [-78.62445202106338, 35.873974660572564]}";35.8739746606,-78.6244520211
32168;04092016554;VINNIE'S STEAK HOUSE & TAVERN;7440 SIX FORKS RD;;RALEIGH;NC;27615;(919) 847-7319;2013-11-17T20:00:00-05:00;Restaurant;17412;-78.64526778;35.88157372;M;"{""type"": ""Point"", ""coordinates"": [-78.64527040073686, 35.88158081892171]}";35.8815808189,-78.6452704007
32173;04092017966;Kwench Juice Cafe;9660-142 Falls of Neuse RD;;RALEIGH;NC;27615;;2018-10-21T22:00:00-04:00;Restaurant;17349;-78.60229361;35.90546933;M;"{""type"": ""Point"", ""coordinates"": [-78.60229621806356, 35.90547644049782]}";35.9054764405,-78.6022962181
32174;04092016317;PDQ #506;6305 FALLS OF NEUSE RD;;RALEIGH;NC;27615;(919) 803-1171;2012-12-06T20:00:00-05:00;Restaurant;17330;-78.62139862;35.86883928;M;"{""type"": ""Point"", ""coordinates"": [-78.62140123115181, 35.868846381817335]}";35.8688463818,-78.6214012312
32190;04092018115;The Lost Cajun Restaurant - Bent Tree Plaza;7901 FALLS OF NEUSE RD;121;RALEIGH;NC;27615;(919) 267-3126;2019-06-12T22:00:00-04:00;Restaurant;13837;-78.62784692;35.89352061;M;"{""type"": ""Point"", ""coordinates"": [-78.62784953592138, 35.893527712232455]}";35.8935277122,-78.6278495359
32192;04092016118;TENKO JAPAN;6325 FALLS OF NEUSE  RD;;RALEIGH;NC;27615;(919) 876-4545;2012-02-29T20:00:00-05:00;Restaurant;10972;-78.62251606;35.86922851;M;"{""type"": ""Point"", ""coordinates"": [-78.62251867154305, 35.86923561286215]}";35.8692356129,-78.6225186715
32193;04092016380;HIBERNIAN PUB & RESTAURANT;8021 FALLS OF NEUSE RD;;RALEIGH;NC;27615;(919) 803-0290;2013-02-28T20:00:00-05:00;Restaurant;10935;-78.62452714;35.8940443;M;"{""type"": ""Point"", ""coordinates"": [-78.62452975416558, 35.89405140547417]}";35.8940514055,-78.6245297542
32198;04092014952;Hardee`s #1204;8805 Six Forks RD;;RALEIGH;NC;27615;(919) 848-1444;2007-09-12T22:00:00-04:00;Restaurant;5258;-78.65232036;35.90020628;M;"{""type"": ""Point"", ""coordinates"": [-78.65232298332533, 35.90021338745395]}";35.9002133875,-78.6523229833
32200;04092017671;CHRONIC TACOS OLIVE PARK;9424 FALLS OF NEUSE RD;;RALEIGH;NC;27615;;2017-08-15T22:00:00-04:00;Restaurant;8110;-78.60286042;35.90143714;M;"{""type"": ""Point"", ""coordinates"": [-78.60286302293042, 35.90144424145319]}";35.9014442415,-78.6028630229
32203;04092021835;KAPLAN CATERING;9420-111 FORUM DRIVE;;RALEIGH;NC;27615;(919) 274-0456;2015-02-22T20:00:00-05:00;Food Stand;16920;-78.65361444;35.89723108;M;"{""type"": ""Point"", ""coordinates"": [-78.65361706240475, 35.8972381783595]}";35.8972381784,-78.6536170624
32204;04092030249;RED HOT & BLUE (WCID #474);6615 FALLS OF NEUSE RD;;RALEIGH;NC;27615;(919) 846-7427;2013-05-06T22:00:00-04:00;Mobile Food Units;14003;-78.62444941;35.87396756;M;"{""type"": ""Point"", ""coordinates"": [-78.62445202106338, 35.873974660572564]}";35.8739746606,-78.6244520211
32211;04092015904;WHOLE FOODS #10338 PREPARED FOODS;8710 SIX FORKS RD;;RALEIGH;NC;27615;(919) 354-0350;2011-03-10T20:00:00-05:00;Restaurant;20791;-78.65023656;35.89889154;M;"{""type"": ""Point"", ""coordinates"": [-78.65023918213831, 35.89889864765521]}";35.8988986477,-78.6502391821
32213;04092021888;LOWES FOODS #191 BEEF SHOP;9600 STRICKLAND RD;;RALEIGH;NC;27615;(919) 847-5661;2015-10-01T22:00:00-04:00;Food Stand;16885;-78.65568292;35.90277448;M;"{""type"": ""Point"", ""coordinates"": [-78.65568553600055, 35.90278158800217]}";35.902781588,-78.655685536
32223;04092016369;SHISH KABOB SIX FORKS STATION;8711 SIX FORKS RD;STE 102;RALEIGH;NC;27615;(919) 846-3600;2013-02-06T20:00:00-05:00;Restaurant;16785;-78.65461141;35.89932701;M;"{""type"": ""Point"", ""coordinates"": [-78.65461403455664, 35.899334117154076]}";35.8993341172,-78.6546140346
32225;04092016048;GONZA TACOS Y TEQUILA;7713 LEAD MINE  RD;;RALEIGH;NC;27615;(919) 846-5478;2011-11-16T20:00:00-05:00;Restaurant;7551;-78.66044244;35.88617531;T;"{""type"": ""Point"", ""coordinates"": [-78.6604450612534, 35.88618241034332]}";35.8861824103,-78.6604450613
32231;04092016431;KAI SUSHI & SAKE BAR;7713 LEADMINE  RD;STE 11;RALEIGH;NC;27615;(919) 870-4923;2013-05-14T22:00:00-04:00;Restaurant;15534;-78.66044244;35.88617531;T;"{""type"": ""Point"", ""coordinates"": [-78.6604450612534, 35.88618241034332]}";35.8861824103,-78.6604450613
32232;04092017875;Taziki's;7901-101 Falls of Neuse RD;;RALEIGH;NC;27615;(984) 255-0202;2018-06-27T22:00:00-04:00;Restaurant;21370;-78.62724825;35.89154831;M;"{""type"": ""Point"", ""coordinates"": [-78.62725086216936, 35.891555408021105]}";35.891555408,-78.6272508622
32239;04092021198;Food Lion #572 Produce;8320-120 Litchford Rd;;RALEIGH;NC;27615;(919) 790-8146;2003-06-29T22:00:00-04:00;Food Stand;248;-78.60100965;35.89311432;M;"{""type"": ""Point"", ""coordinates"": [-78.60101225225503, 35.89312142383414]}";35.8931214238,-78.6010122523
32244;04092015281;ZAXBY`S;8812 HARVEST OAKS  DR;;RALEIGH;NC;27615;(919) 847-8151;2008-11-06T20:00:00-05:00;Restaurant;12727;-78.65754379;35.90324644;M;"{""type"": ""Point"", ""coordinates"": [-78.65754641483049, 35.90325354916997]}";35.9032535492,-78.6575464148
32247;04092010870;Taylor`s Convenience Store;10005 SIX FORKS RD;;RALEIGH;NC;27615-1636;(919) 847-3069;1992-01-16T20:00:00-05:00;Restaurant;1028;-78.65047039;35.91579035;M;"{""type"": ""Point"", ""coordinates"": [-78.65047300937562, 35.915797461486115]}";35.9157974615,-78.6504730094
32253;04092021032;Lowes Foods #191 Deli;9600 STRICKLAND RD;;RALEIGH;NC;27615-1937;(919) 847-5661;2000-07-31T22:00:00-04:00;Food Stand;4122;-78.65568292;35.90277448;M;"{""type"": ""Point"", ""coordinates"": [-78.65568553600055, 35.90278158800217]}";35.902781588,-78.655685536
32261;04092011784;Taco Bell;8801 SIX FORKS RD;;RALEIGH;NC;27615-2970;(919) 870-9107;1995-12-04T20:00:00-05:00;Restaurant;6087;-78.65211984;35.89979375;M;"{""type"": ""Point"", ""coordinates"": [-78.65212245549935, 35.899800854844344]}";35.8998008548,-78.6521224555
32265;04092013597;Tookie`s;8105 FALLS OF NEUSE RD;;RALEIGH;NC;27615-3412;(919) 846-6383;2002-06-24T22:00:00-04:00;Restaurant;4396;-78.62373327;35.89435893;M;"{""type"": ""Point"", ""coordinates"": [-78.62373587626344, 35.89436603351145]}";35.8943660335,-78.6237358763
32276;04092110537;North Ridge Elementary School Cafeteria;7120 HARPS MILL RD;;RALEIGH;NC;27615-5322;;2019-08-13T22:00:00-04:00;Public School Lunchrooms;18393;-78.62266331;35.88122394;M;"{""type"": ""Point"", ""coordinates"": [-78.62266591865935, 35.88123104170074]}";35.8812310417,-78.6226659187
32289;04092016070;BIG AL'S BBQ;2920 FORESTVILLE  RD;STE 150;RALEIGH;NC;27616;(919) 217-0653;2011-12-15T20:00:00-05:00;Restaurant;9291;-78.50930992;35.89359383;M;"{""type"": ""Point"", ""coordinates"": [-78.50931249992779, 35.89360093437434]}";35.8936009344,-78.5093124999
32298;04092017810;Cafe Capistrano;8471   Garvey  St, Ste 113;;RALEIGH;NC;27616;(919) 872-1127;2018-03-22T21:00:00-04:00;Restaurant;18660;-78.56786149;35.89607573;M;"{""type"": ""Point"", ""coordinates"": [-78.5678640856113, 35.8960828399804]}";35.89608284,-78.5678640856
32309;04092300271;PETRA SUPERMARKET;6089 CAPITAL BLVD;;RALEIGH;NC;27616;(919) 876-8230;2015-10-04T22:00:00-04:00;Meat Market;8502;-78.58309511;35.86882022;M;"{""type"": ""Point"", ""coordinates"": [-78.58309770937475, 35.86882731725759]}";35.8688273173,-78.5830977094
32312;04092110519;RIVER BEND MIDDLE SCHOOL CAFETERIA;6620 PERRY CREEK RD;;RALEIGH;NC;27616;(919) 694-8690;2017-06-22T22:00:00-04:00;Public School Lunchrooms;14342;-78.5367644;35.86154762;M;"{""type"": ""Point"", ""coordinates"": [-78.53676698396086, 35.86155471469131]}";35.8615547147,-78.536766984
32313;04092014288;Stromboli`s;2900 Spring Forest Rd;;RALEIGH;NC;27616;(919) 876-4222;2005-03-29T21:00:00-05:00;Restaurant;20677;-78.59114174;35.85495156;M;"{""type"": ""Point"", ""coordinates"": [-78.5911443413686, 35.854958654307644]}";35.8549586543,-78.5911443414
32320;04092110482;EAST MILLBROOK MIDDLE SCHOOL CAFETERIA;3801 SPRING FOREST RD;;RALEIGH;NC;27616;(919) 850-8755 ext. 27354;2009-08-13T22:00:00-04:00;Public School Lunchrooms;8213;-78.57481627;35.85784609;M;"{""type"": ""Point"", ""coordinates"": [-78.57481886740841, 35.85785318670693]}";35.8578531867,-78.5748188674
32326;04092013646;Barnes & Noble Book Sellers #2126;5959 Triangle Town Blv;Ste 2107;RALEIGH;NC;27616;(919) 792-2140;2002-08-12T22:00:00-04:00;Restaurant;725;-78.57603863;35.86599856;M;"{""type"": ""Point"", ""coordinates"": [-78.5760412269343, 35.86600565996637]}";35.86600566,-78.5760412269
32327;04092015099;Subway #41217;8410-140 Louisburg RD;;RALEIGH;NC;27616;(919) 266-0300;2008-03-24T21:00:00-04:00;Restaurant;7901;-78.51125194;35.89400635;M;"{""type"": ""Point"", ""coordinates"": [-78.51125451502774, 35.89401345736096]}";35.8940134574,-78.511254515
32332;04092300277;CARNICERIA LA HACIENDA;5440-114 ATLANTIC SPRINGS RD;;RALEIGH;NC;27616;(984) 200-1151;2017-01-22T20:00:00-05:00;Meat Market;10141;-78.59773285;35.85673584;M;"{""type"": ""Point"", ""coordinates"": [-78.5977354529126, 35.85674294032619]}";35.8567429403,-78.5977354529
32337;04092110528;Swing Space - North Ridge Elementary School Cafeteria;3851 Spring Forest RD;;RALEIGH;NC;27616;(919) 870-4100 ext. 26819;2018-08-19T22:00:00-04:00;Public School Lunchrooms;13288;-78.57481627;35.85784609;M;"{""type"": ""Point"", ""coordinates"": [-78.57481886740841, 35.85785318670693]}";35.8578531867,-78.5748188674
29227;04092021589;WALMART DELI #3889;3151 APEX PEAKWAY;;APEX;NC;27502;(919) 362-3737;2009-10-04T22:00:00-04:00;Food Stand;16515;0.0;0.0;U;;
29228;04092021319;Harris Teeter #58 Deli;750 W Williams ST;;APEX;NC;27502;(919) 362-3782;2005-04-12T22:00:00-04:00;Food Stand;16993;-78.86276064;35.73803218;M;"{""type"": ""Point"", ""coordinates"": [-78.86276331238469, 35.738039243875164]}";35.7380392439,-78.8627633124
29230;04092300175;Food Lion #1496 Meat Market;1777 W Williams ST;;APEX;NC;27502;;2000-06-30T22:00:00-04:00;Meat Market;17308;-78.87770701;35.75964934;M;"{""type"": ""Point"", ""coordinates"": [-78.87770968857174, 35.759656408423275]}";35.7596564084,-78.8777096886
29238;04092025229;Domino's #8908;833 Perry RD;;APEX;NC;27502;(919) 387-0030;2018-12-16T20:00:00-05:00;Food Stand;8077;-78.84486569;35.719727;M;"{""type"": ""Point"", ""coordinates"": [-78.84486836226581, 35.71973405349449]}";35.7197340535,-78.8448683623
29239;04092021201;Middle Creek Park;151 Middle Creek Park Ln;;APEX;NC;27502;(919) 427-9891;2003-06-22T22:00:00-04:00;Food Stand;216;0.0;0.0;U;;
29241;04092016126;PANERA BREAD #1650;1001 BEAVER CREEK COMMONS DR;;APEX;NC;27502;(919) 589-0026;2012-03-26T22:00:00-04:00;Restaurant;12763;-78.87238568;35.74374477;M;"{""type"": ""Point"", ""coordinates"": [-78.87238835785455, 35.74375183519643]}";35.7437518352,-78.8723883579
29245;04092020999;Food Lion #1496 Deli;1777 W Williams ST;;APEX;NC;27502;(919) 392-1986;2000-12-30T20:00:00-05:00;Food Stand;4012;-78.87770701;35.75964934;M;"{""type"": ""Point"", ""coordinates"": [-78.87770968857174, 35.759656408423275]}";35.7596564084,-78.8777096886
29246;04092017830;DUNKIN DONUTS 344467;800 PERRY RD;;APEX;NC;27502;(919) 303-5800;2018-04-24T22:00:00-04:00;Restaurant;15309;-78.84460695;35.7208474;M;"{""type"": ""Point"", ""coordinates"": [-78.8446096198378, 35.72085446141319]}";35.7208544614,-78.8446096198
29249;04092018000;Vegan Community Kitchen;803 E Williams ST;;Apex;NC;27502;(919) 372-5027;2018-12-13T20:00:00-05:00;Restaurant;15325;-78.84409422;35.72219594;M;"{""type"": ""Point"", ""coordinates"": [-78.84409688729338, 35.7222030016595]}";35.7222030017,-78.8440968873
29250;04092022007;PUBLIX #1544 MEATS;1441 KELLY RD;;APEX;NC;27502;(919) 303-6200;2017-02-05T20:00:00-05:00;Food Stand;9939;-78.89379203;35.73782787;M;"{""type"": ""Point"", ""coordinates"": [-78.8937947120657, 35.73783492902219]}";35.737834929,-78.8937947121
29251;04092160022;Spring Arbor Of Apex Foodservice;901 Spring Arbor Ct;;APEX;NC;27502;(919) 303-9997;2003-06-29T22:00:00-04:00;Institutional Food Service;1675;-78.8646915;35.73535765;M;"{""type"": ""Point"", ""coordinates"": [-78.86469417958315, 35.73536471366116]}";35.7353647137,-78.8646941796
29252;04092040335;WICKED LINKS #5 (WCID #567);1101 BEAVER CREEK COMMONS DR;;APEX;NC;27502;(919) 855-8548;2015-12-06T20:00:00-05:00;Pushcarts;18585;-78.87546661;35.74471718;M;"{""type"": ""Point"", ""coordinates"": [-78.87546929033952, 35.744724242850765]}";35.7447242429,-78.8754692903
29257;04092110525;Apex Friendship Middle School Cafeteria;7701 Humie Olive RD;;APEX;NC;27502;;2018-07-18T22:00:00-04:00;Public School Lunchrooms;21039;-78.91074252;35.70028019;M;"{""type"": ""Point"", ""coordinates"": [-78.91074520876997, 35.700287240203764]}";35.7002872402,-78.9107452088
32341;04092013894;Super Target Store T1826 (Food Ave);7900 Old Wake Forest Rd;;RALEIGH;NC;27616;(919) 790-1024;2003-09-02T22:00:00-04:00;Restaurant;4206;-78.56814184;35.8662603;M;"{""type"": ""Point"", ""coordinates"": [-78.56814443231181, 35.866267398316374]}";35.8662673983,-78.5681444323
32350;04092022022;Harris Teeter #304 Deli/Bakery;4221 Corners PKY;;RALEIGH;NC;27616;(919) 596-5399;2017-07-12T22:00:00-04:00;Food Stand;15658;-78.78791806;35.91890975;M;"{""type"": ""Point"", ""coordinates"": [-78.78792072008028, 35.918916848310005]}";35.9189168483,-78.7879207201
32353;04092016636;TORERO'S MEXICAN RESTAURANT;3002 LELAND DR;;RALEIGH;NC;27616;(919) 217-7883;2014-02-27T20:00:00-05:00;Restaurant;16482;-78.51241088;35.89258287;M;"{""type"": ""Point"", ""coordinates"": [-78.51241345913483, 35.892589974193335]}";35.8925899742,-78.5124134591
32354;04092021451;Speedway #6982;7413 Louisburg RD;;RALEIGH;NC;27616;(919) 872-4844;2007-05-15T22:00:00-04:00;Food Stand;10260;-78.54113682;35.87598559;M;"{""type"": ""Point"", ""coordinates"": [-78.54113940190571, 35.875992693384354]}";35.8759926934,-78.5411394019
32366;04092017834;Pho Super 9;6401 Triangle Plantation DR;Ste 111;RALEIGH;NC;27616;(919) 878-1599;2018-05-02T22:00:00-04:00;Restaurant;13655;-78.58237548;35.87315637;M;"{""type"": ""Point"", ""coordinates"": [-78.58237807802237, 35.87316346754468]}";35.8731634675,-78.582378078
32372;04092025163;Rocky Top Catering;500 Departure DR;;RALEIGH;NC;27616;(919) 829-3771;2018-02-26T20:00:00-05:00;Food Stand;13118;0.0;0.0;U;;
32374;04092014261;Sheetz #361;4801 Thorton RD;;RALEIGH;NC;27616;(919) 862-0904;2005-03-01T20:00:00-05:00;Restaurant;11114;-78.55822088;35.89881867;M;"{""type"": ""Point"", ""coordinates"": [-78.55822347415841, 35.89882577867109]}";35.8988257787,-78.5582234742
32375;04092300280;THE KOLA NUT;5540-105 ATLANTIC SPRINGS  RD;;RALEIGH;NC;27616;(919) 977-6747;2017-03-26T22:00:00-04:00;Meat Market;11257;-78.59664816;35.85828657;M;"{""type"": ""Point"", ""coordinates"": [-78.59665076298691, 35.85829366411465]}";35.8582936641,-78.596650763
32380;04092021744;LITTLE TOKYO;5959 TRIANGLE TOWN BLVD;FC 1132;RALEIGH;NC;27616;(919) 792-0111;2013-05-27T22:00:00-04:00;Food Stand;11209;-78.57603863;35.86599856;M;"{""type"": ""Point"", ""coordinates"": [-78.5760412269343, 35.86600565996637]}";35.86600566,-78.5760412269
32388;04092011173;BOJANGLES #15;5409 CAPITAL BLVD;;RALEIGH;NC;27616-2929;(919) 872-5820;1992-11-02T20:00:00-05:00;Restaurant;3062;-78.58248301;35.85985873;M;"{""type"": ""Point"", ""coordinates"": [-78.58248560158276, 35.8598658303412]}";35.8598658303,-78.5824856016
32389;04092013092;RUBY TUESDAY;6201 Capital Blv;;RALEIGH;NC;27616-2945;(919) 876-9900;2000-01-18T20:00:00-05:00;Restaurant;1788;-78.58206145;35.87004794;M;"{""type"": ""Point"", ""coordinates"": [-78.58206404788112, 35.870055042705204]}";35.8700550427,-78.5820640479
